Product Name,Price,Brand,Category,Description,Rating,Review Count,Style Attributes,Total Sizes,Available Sizes,Color,Purchase History,Age,Fashion Magazines,Fashion Influencers,Season,Time Period Highest Purchase,Customer Reviews,Social Media Comments,feedback
F4V3,52.84902101740939,Ralph Lauren,Footwear,Bad,4.068132627615354,5,Glamorous,"M, L, XL",L,Black,Very High,25,Glamour,Song of Style,Winter,Holiday,Unknown,Unknown,Neutral
W4G1,21.545485478253063,Ralph Lauren,Bottoms,Bad,1.1490754377533792,292,Bohemian,"M, L, XL",L,Green,Medium,45,Glamour,Julie Sari̱ana,Spring,Holiday,Mixed,Mixed,Unknown
F3Z6,38.040530357250034,Alexander McQueen,Outerwear,Best,1.3715450608332196,4,Edgy,"M, L, XL",S,Green,High,55,Harper's Bazaar,Olivia Palermo,Spring,Evening,Mixed,Negative,Other
Q5I5,47.821245181634914,Tommy Hilfiger,Tops,Best,3.8350957281923854,404,Minimalist,"M, L, XL",L,Blue,Very High,33,Grazia,Kendall Jenner,Spring,Evening,Unknown,Unknown,Neutral
M8D3,53.911358352223026,Mulberry,Bottoms,Not Good,2.298178134842676,151,Sporty,"S, M, L",S,Green,Very High,55,Glamour,Olivia Palermo,Fall,Holiday,Unknown,Unknown,Mixed
J9T2,73.2565336108656,Burberry,Tops,Bad,2.739841219647204,197,Casual,"M, L, XL",S,Black,Below Average,35,Fashionista,Kendall Jenner,Winter,Evening,Negative,Unknown,Mixed
Z7U4,97.09727387682186,Ralph Lauren,Activewear,Not Good,4.273988502053536,243,Formal,"S, L, XL",S,Green,Very High,22,Grazia,Negin Mirsalehi,Spring/Summer,Evening,Negative,Other,Neutral
Q0M2,84.06211006135287,Alexander McQueen,Swimwear,Bad,1.9762233453653542,275,Formal,"M, L, XL",M,Blue,Very High,52,Cosmopolitan,Song of Style,Winter,Nighttime,Neutral,Mixed,Mixed
D9D9,77.376255357943,Alexander McQueen,Footwear,Very Good,4.295509352601253,215,Preppy,"S, M, L",XL,Green,Very High,64,Vogue,Song of Style,Spring/Summer,Evening,Positive,Negative,Positive
D6T8,94.0366593948149,Mulberry,Footwear,Very Good,1.234445625091538,386,Preppy,"S, M, L",XL,Green,Very Low,45,Glamour,Camila Coelho,Fall,Weekend,Unknown,Other,Other
V2C1,94.83895312276597,Burberry,Accessories,Worst,3.200498021828023,16,Glamorous,"M, L, XL",XL,Blue,Low,25,Grazia,Negin Mirsalehi,Winter,Weekend,Mixed,Positive,Neutral
P8B8,49.98978658781752,Burberry,Accessories,Worst,4.713114614347072,53,Preppy,"S, L, XL",S,Black,Very High,26,Vogue,Kendall Jenner,Fall/Winter,Daytime,Mixed,Negative,Mixed
Q1M8,17.189498115477008,Jigsaw,Dresses,Worst,4.988348711997874,168,Edgy,"S, M, L",L,Black,Negligible,53,Vogue,Gigi Hadid,Spring,Nighttime,Unknown,Positive,Negative
L7V1,51.69979032234082,Tommy Hilfiger,Activewear,Best,1.4108342499133295,323,Preppy,"S, L, XL",M,Green,Very High,60,Grazia,Leandra Medine,Fall/Winter,Nighttime,Neutral,Neutral,Unknown
Y3T8,43.607259474331855,Ted Baker,Activewear,Very Good,1.4050994718493008,338,Formal,"S, M, L",M,Green,Very Low,63,Elle,Aimee Song,Fall,Nighttime,Neutral,Positive,Positive
D0I7,11.380193157600413,Burberry,Jewelry,Bad,2.271527265731006,422,Casual,"S, M, L",XL,Black,Above Average,30,Marie Claire,Negin Mirsalehi,Spring/Summer,Daytime,Mixed,Negative,Mixed
R5F5,59.32316381089506,Mulberry,Lingerie,Worst,2.0731603918563057,256,Edgy,"S, M, L",S,Blue,Below Average,52,Harper's Bazaar,Negin Mirsalehi,Spring/Summer,Weekend,Neutral,Positive,Negative
A8Y4,23.67913700949009,Ralph Lauren,Dresses,Good,4.699792473759662,11,Vintage,"S, L, XL",XL,Green,High,40,Glamour,Song of Style,Spring,Weekend,Mixed,Positive,Negative
J2L0,81.24770500092144,Ralph Lauren,Swimwear,Very Good,4.284552047611856,40,Bohemian,"S, M, L",S,Blue,Low,20,Marie Claire,Kendall Jenner,Fall/Winter,Evening,Mixed,Negative,Negative
H6S9,36.51636465533943,Calvin Klein,Tops,Worst,4.103297707872324,232,Formal,"S, M, L",L,Red,Very High,41,Fashionista,Chiara Ferragni,Summer,Weekend,Unknown,Positive,Unknown
N5R5,43.380219032253656,Alexander McQueen,Activewear,Not Good,1.7154731574181987,447,Vintage,"S, M, L",M,Red,Above Average,24,Harper's Bazaar,Camila Coelho,Summer,Holiday,Positive,Other,Positive
W9T9,57.08228826829239,Burberry,Footwear,Best,2.302141555433051,410,Glamorous,"S, L, XL",XL,Green,Below Average,30,Vogue,Chiara Ferragni,Winter,Nighttime,Mixed,Unknown,Negative
G4Q5,13.177331994129787,Ralph Lauren,Outerwear,Best,3.306656346295402,327,Bohemian,"S, L, XL",S,Green,Below Average,46,Marie Claire,Song of Style,Fall/Winter,Daytime,Positive,Mixed,Unknown
H6M0,26.59168593469792,Ralph Lauren,Footwear,Worst,2.8623484007505766,56,Bohemian,"M, L, XL",M,Green,Very Low,54,Elle,Chiara Ferragni,Fall/Winter,Nighttime,Mixed,Positive,Neutral
Z8Q0,85.49701856103088,Calvin Klein,Bottoms,Worst,3.994633221010581,394,Bohemian,"S, M, L",M,Blue,Medium,49,Elle,Camila Coelho,Spring,Evening,Positive,Mixed,Other
U4F5,96.95635686298081,Burberry,Outerwear,Worst,1.5608525410929923,60,Sporty,"S, L, XL",S,Red,Very High,49,Harper's Bazaar,Julie Sari̱ana,Fall/Winter,Daytime,Unknown,Unknown,Positive
S1Q8,82.66540629346045,Ted Baker,Lingerie,Bad,1.168512016901408,387,Minimalist,"S, L, XL",XL,Green,Low,45,Cosmopolitan,Kendall Jenner,Spring,Daytime,Unknown,Other,Neutral
G5F6,18.873630269266503,Jigsaw,Footwear,Worst,3.161222837432652,20,Bohemian,"S, M, L",L,Red,Negligible,52,InStyle,Camila Coelho,Summer,Evening,Negative,Positive,Mixed
O0U8,17.46827006083505,Tommy Hilfiger,Accessories,Very Bad,4.688499512195429,21,Bohemian,"S, L, XL",XL,Green,Low,52,Cosmopolitan,Aimee Song,Spring/Summer,Daytime,Neutral,Neutral,Other
A4V1,17.736989505665257,Jigsaw,Accessories,Good,3.708727451473323,336,Minimalist,"S, M, L",S,Blue,Negligible,36,Fashionista,Gigi Hadid,Summer,Evening,Positive,Positive,Neutral
K7P2,86.73844617000171,Alexander McQueen,Dresses,Very Bad,4.568002661031506,92,Minimalist,"S, M, L",M,Black,Medium,64,Marie Claire,Julie Sari̱ana,Winter,Holiday,Neutral,Other,Mixed
K8K2,34.46240910629949,Tommy Hilfiger,Jewelry,Bad,1.3192500670847145,401,Casual,"S, L, XL",L,Red,Average,25,Cosmopolitan,Chiara Ferragni,Winter,Evening,Unknown,Unknown,Neutral
A2Z7,14.743987898533906,Mulberry,Accessories,Bad,3.6857138222653063,97,Minimalist,"S, M, L",M,Red,Below Average,63,Cosmopolitan,Julie Sari̱ana,Spring/Summer,Daytime,Neutral,Neutral,Neutral
R6L4,38.78283203090881,Alexander McQueen,Bottoms,Good,4.774223544692852,318,Streetwear,"S, M, L",L,Blue,Significant,33,InStyle,Julie Sari̱ana,Spring/Summer,Weekend,Unknown,Unknown,Unknown
G4X7,13.182902437723982,Alexander McQueen,Accessories,Best,2.9641046339844253,129,Casual,"M, L, XL",S,Black,High,24,Grazia,Julie Sari̱ana,Fall/Winter,Holiday,Positive,Mixed,Negative
R3H4,53.373304464197474,Burberry,Footwear,Worst,1.165545393655365,259,Vintage,"S, L, XL",S,Green,Above Average,63,InStyle,Camila Coelho,Fall,Evening,Mixed,Negative,Other
E4G8,59.996954363459764,Mulberry,Swimwear,Good,1.895135902982449,157,Casual,"M, L, XL",L,Blue,Below Average,30,InStyle,Aimee Song,Winter,Nighttime,Mixed,Negative,Other
L8S3,31.747056981698464,Burberry,Jewelry,Very Bad,4.999842096084883,319,Minimalist,"S, M, L",XL,Green,Below Average,22,Grazia,Gigi Hadid,Fall,Evening,Positive,Neutral,Positive
I4Z2,50.15542723366215,Calvin Klein,Swimwear,Very Good,4.145769255186087,16,Minimalist,"M, L, XL",M,Green,Significant,29,Cosmopolitan,Aimee Song,Spring/Summer,Holiday,Positive,Positive,Mixed
D6I8,88.10983727709454,Calvin Klein,Swimwear,Very Good,3.7379072660163235,132,Glamorous,"M, L, XL",M,Green,Very Low,34,Harper's Bazaar,Camila Coelho,Fall,Holiday,Unknown,Mixed,Mixed
U0T0,44.77135155010542,Tommy Hilfiger,Dresses,Very Good,4.838064856543826,5,Edgy,"S, M, L",L,Black,High,58,W,Camila Coelho,Fall/Winter,Holiday,Positive,Unknown,Negative
L4D2,53.254348714793,Mulberry,Tops,Good,4.66852634410521,159,Minimalist,"M, L, XL",L,Red,Low,54,Cosmopolitan,Aimee Song,Fall,Weekend,Positive,Neutral,Positive
K4J6,60.66254852194191,Mulberry,Swimwear,Very Good,1.0659422550796882,317,Casual,"M, L, XL",M,Green,Medium,20,Elle,Chiara Ferragni,Summer,Daytime,Neutral,Mixed,Other
R5R5,57.30882321017504,Calvin Klein,Accessories,Very Bad,1.2314900556597816,443,Edgy,"S, L, XL",L,Black,Negligible,46,Harper's Bazaar,Gigi Hadid,Fall,Holiday,Positive,Neutral,Unknown
M5F6,57.77052075327957,Burberry,Outerwear,Bad,4.898227154993807,12,Streetwear,"M, L, XL",S,Red,Above Average,30,Marie Claire,Kendall Jenner,Fall/Winter,Evening,Positive,Other,Unknown
K7U5,59.3234971334875,Ralph Lauren,Outerwear,Good,1.9955483911280183,476,Glamorous,"S, L, XL",L,Black,Below Average,37,Glamour,Chiara Ferragni,Summer,Daytime,Positive,Neutral,Neutral
E9C9,24.542863031704915,Ralph Lauren,Lingerie,Bad,3.167849510062831,460,Formal,"S, L, XL",L,Green,Medium,20,Cosmopolitan,Gigi Hadid,Summer,Holiday,Positive,Mixed,Unknown
B7K6,23.49237739071222,Calvin Klein,Outerwear,Not Good,2.468725812113618,101,Minimalist,"S, M, L",L,Green,Significant,37,Elle,Leandra Medine,Summer,Daytime,Negative,Positive,Unknown
U5X3,15.96071256665223,Jigsaw,Outerwear,Very Bad,3.4586940595125006,292,Streetwear,"S, L, XL",XL,Black,Low,35,Harper's Bazaar,Leandra Medine,Fall,Daytime,Unknown,Unknown,Other
L6R1,99.52993851763381,Tommy Hilfiger,Dresses,Not Good,2.033939932861091,56,Casual,"S, M, L",XL,Green,Very High,40,Fashionista,Camila Coelho,Fall,Evening,Mixed,Neutral,Unknown
C9X1,73.18828206396157,Jigsaw,Footwear,Very Bad,2.7204912490926434,96,Bohemian,"S, M, L",M,Green,Very Low,26,Marie Claire,Olivia Palermo,Summer,Evening,Unknown,Negative,Neutral
J1H1,37.400274484721635,Tommy Hilfiger,Bottoms,Very Good,3.7057941801342693,491,Preppy,"S, L, XL",S,Blue,Very High,35,Fashionista,Chiara Ferragni,Winter,Daytime,Negative,Neutral,Unknown
X8T4,27.028541733829698,Mulberry,Footwear,Worst,2.7389557965489013,287,Edgy,"S, M, L",M,Blue,Low,61,Vogue,Song of Style,Fall/Winter,Nighttime,Positive,Positive,Negative
V0Y4,52.11052226125556,Burberry,Bottoms,Very Good,3.465704113325024,250,Casual,"S, L, XL",M,Red,Very High,53,Cosmopolitan,Negin Mirsalehi,Winter,Holiday,Mixed,Mixed,Neutral
K9B3,43.166125536938075,Burberry,Footwear,Worst,1.9933396726581951,171,Bohemian,"S, M, L",S,Red,Very High,60,InStyle,Kendall Jenner,Spring/Summer,Nighttime,Unknown,Mixed,Unknown
J6G4,75.53645807079353,Ted Baker,Jewelry,Very Good,1.5853915594538424,100,Casual,"S, M, L",XL,Blue,Very Low,47,Marie Claire,Chiara Ferragni,Fall,Daytime,Positive,Other,Other
A0S8,43.77062239793854,Calvin Klein,Footwear,Best,2.393926535548222,300,Glamorous,"S, L, XL",L,Green,Significant,43,Vogue,Olivia Palermo,Spring/Summer,Evening,Mixed,Positive,Neutral
Y0M1,96.34819413698246,Ted Baker,Bottoms,Not Good,2.7928977101492074,224,Edgy,"S, L, XL",M,Black,Low,41,Harper's Bazaar,Leandra Medine,Spring,Evening,Unknown,Neutral,Mixed
K1H4,44.678780378287556,Ted Baker,Activewear,Not Good,4.409806072337746,131,Formal,"S, L, XL",XL,Blue,High,23,W,Kendall Jenner,Spring,Daytime,Negative,Positive,Unknown
W2M6,68.91763816571336,Burberry,Outerwear,Not Good,3.268686445080365,213,Vintage,"S, M, L",L,Black,Negligible,54,Fashionista,Aimee Song,Summer,Evening,Positive,Positive,Unknown
W4H8,69.67372441584541,Burberry,Footwear,Good,4.632525306620064,297,Preppy,"M, L, XL",M,Blue,Significant,51,Glamour,Chiara Ferragni,Winter,Evening,Unknown,Neutral,Negative
S1N3,50.85388069742317,Ted Baker,Bottoms,Worst,4.768466238051824,102,Sporty,"M, L, XL",L,Red,Medium,50,Fashionista,Song of Style,Summer,Holiday,Unknown,Unknown,Neutral
G5X0,38.58482450094304,Alexander McQueen,Accessories,Very Good,2.6221233981294807,191,Formal,"S, M, L",M,Red,Negligible,26,Glamour,Negin Mirsalehi,Fall/Winter,Weekend,Negative,Other,Other
I9I3,80.18166259892237,Jigsaw,Dresses,Good,3.673083788055227,61,Preppy,"S, L, XL",L,Red,Significant,51,Cosmopolitan,Julie Sari̱ana,Winter,Evening,Negative,Positive,Negative
P2E5,21.064871852330853,Alexander McQueen,Lingerie,Good,1.0211172778169502,387,Bohemian,"S, M, L",M,Black,High,61,W,Leandra Medine,Winter,Evening,Mixed,Negative,Mixed
D6L2,36.71032714474777,Calvin Klein,Outerwear,Not Good,1.416383020112724,413,Glamorous,"S, L, XL",S,Blue,Very Low,49,InStyle,Camila Coelho,Fall,Daytime,Positive,Negative,Mixed
R1I0,37.9283024486068,Mulberry,Swimwear,Best,2.6499455838520634,218,Preppy,"S, M, L",S,Red,Low,56,Marie Claire,Olivia Palermo,Fall,Nighttime,Negative,Other,Mixed
U5J3,87.8168235114083,Jigsaw,Lingerie,Very Good,2.8902897170301816,180,Formal,"M, L, XL",S,Red,Significant,64,Cosmopolitan,Aimee Song,Summer,Weekend,Positive,Unknown,Negative
Z0S9,41.36014800046665,Burberry,Lingerie,Bad,1.8967517798873161,219,Bohemian,"S, M, L",S,Red,Below Average,27,Marie Claire,Julie Sari̱ana,Spring/Summer,Daytime,Positive,Unknown,Mixed
O6O6,24.933466434811564,Jigsaw,Outerwear,Not Good,3.6299881441100106,250,Edgy,"S, M, L",XL,Green,Negligible,32,W,Song of Style,Winter,Weekend,Negative,Neutral,Negative
L8I7,58.567701798876136,Ralph Lauren,Accessories,Bad,4.767934045536901,395,Streetwear,"M, L, XL",S,Green,Significant,61,InStyle,Song of Style,Spring/Summer,Daytime,Mixed,Unknown,Neutral
M7X4,91.39763707682908,Calvin Klein,Lingerie,Good,1.42182080860605,473,Streetwear,"S, L, XL",L,Black,Medium,58,W,Song of Style,Fall,Weekend,Positive,Mixed,Neutral
V8K6,33.94711489523606,Ted Baker,Swimwear,Bad,2.1706171132139356,304,Casual,"S, L, XL",XL,Green,Above Average,43,Marie Claire,Aimee Song,Spring,Nighttime,Positive,Neutral,Mixed
W9W9,62.91461563847825,Ted Baker,Accessories,Worst,3.483437820712869,364,Formal,"S, M, L",XL,Blue,Low,28,Grazia,Leandra Medine,Fall/Winter,Nighttime,Neutral,Negative,Mixed
Q0L9,30.89392745674181,Ralph Lauren,Swimwear,Bad,2.6179740563520206,62,Preppy,"S, M, L",XL,Blue,Above Average,39,Glamour,Julie Sari̱ana,Summer,Nighttime,Neutral,Negative,Positive
X1A0,32.05113717670886,Calvin Klein,Activewear,Bad,3.124716467607693,477,Bohemian,"M, L, XL",L,Green,Very Low,28,Grazia,Kendall Jenner,Winter,Daytime,Neutral,Negative,Neutral
B0U7,55.373636618228616,Tommy Hilfiger,Swimwear,Bad,2.241448394766906,427,Formal,"M, L, XL",M,Blue,Negligible,42,Cosmopolitan,Kendall Jenner,Winter,Daytime,Negative,Mixed,Positive
J7J1,31.138608531928227,Tommy Hilfiger,Swimwear,Worst,3.518785777609763,332,Casual,"S, L, XL",L,Black,Below Average,39,Marie Claire,Julie Sari̱ana,Fall,Daytime,Positive,Positive,Neutral
I1A8,57.12756491751903,Ralph Lauren,Footwear,Very Bad,4.59508772414649,324,Streetwear,"S, M, L",S,Blue,Low,30,InStyle,Song of Style,Fall/Winter,Daytime,Neutral,Other,Other
M5X6,57.92882154214453,Calvin Klein,Activewear,Bad,1.4378389459797263,485,Minimalist,"S, M, L",S,Red,Significant,36,Glamour,Chiara Ferragni,Fall,Holiday,Unknown,Unknown,Unknown
N0R5,60.2686839863215,Ralph Lauren,Footwear,Very Bad,3.988977502178055,52,Streetwear,"S, L, XL",S,Black,Significant,25,Harper's Bazaar,Chiara Ferragni,Spring/Summer,Nighttime,Unknown,Neutral,Positive
X6O7,74.81333098324231,Alexander McQueen,Accessories,Not Good,4.781197195367316,201,Edgy,"M, L, XL",L,Red,Above Average,58,Grazia,Gigi Hadid,Fall,Weekend,Unknown,Mixed,Unknown
C8W0,40.20641318150727,Alexander McQueen,Bottoms,Very Good,4.1230752233048005,162,Vintage,"S, L, XL",S,Blue,Medium,64,Cosmopolitan,Gigi Hadid,Spring,Daytime,Positive,Unknown,Mixed
K8K3,97.20413258676372,Burberry,Outerwear,Very Good,1.6181271470107954,143,Glamorous,"M, L, XL",L,Blue,High,31,Glamour,Camila Coelho,Fall,Weekend,Negative,Unknown,Neutral
S3J0,11.715206743920847,Calvin Klein,Lingerie,Good,4.582338562275117,393,Minimalist,"M, L, XL",L,Black,Very High,37,Marie Claire,Kendall Jenner,Winter,Daytime,Unknown,Neutral,Negative
K6H4,83.27363989127225,Calvin Klein,Accessories,Good,1.6993553321929777,495,Edgy,"S, M, L",M,Black,Negligible,28,Elle,Negin Mirsalehi,Winter,Weekend,Unknown,Neutral,Other
X3J5,59.89378430032494,Ted Baker,Outerwear,Best,2.7546088772491846,316,Formal,"S, M, L",S,Green,Significant,21,InStyle,Aimee Song,Spring/Summer,Evening,Unknown,Neutral,Unknown
O9T4,34.62468806036232,Tommy Hilfiger,Swimwear,Very Bad,1.915852433899249,372,Minimalist,"S, M, L",S,Black,Very High,45,Fashionista,Chiara Ferragni,Fall,Evening,Negative,Other,Mixed
H6A2,81.32767365178371,Jigsaw,Swimwear,Not Good,4.097979276960605,12,Bohemian,"S, L, XL",L,Red,Average,62,Glamour,Song of Style,Fall,Holiday,Unknown,Positive,Other
T6X3,81.49572903346375,Ralph Lauren,Footwear,Good,2.9066763198032914,197,Sporty,"M, L, XL",S,Black,Very Low,32,Grazia,Olivia Palermo,Spring/Summer,Holiday,Mixed,Negative,Other
T7U1,14.558606819702401,Tommy Hilfiger,Outerwear,Worst,4.086479034081073,197,Sporty,"M, L, XL",L,Blue,Very Low,46,Harper's Bazaar,Leandra Medine,Spring/Summer,Evening,Neutral,Unknown,Positive
S9J5,43.38425953208393,Calvin Klein,Tops,Bad,4.659758667573374,208,Glamorous,"S, L, XL",XL,Black,Below Average,59,Cosmopolitan,Camila Coelho,Winter,Holiday,Unknown,Negative,Negative
U5K5,56.83401072355755,Ralph Lauren,Tops,Bad,2.3540956253685774,3,Glamorous,"S, L, XL",M,Red,High,35,Cosmopolitan,Leandra Medine,Fall,Daytime,Unknown,Neutral,Mixed
F1K6,68.03847629318061,Calvin Klein,Accessories,Bad,3.719864970430806,274,Streetwear,"S, M, L",XL,Black,Below Average,34,InStyle,Gigi Hadid,Spring/Summer,Daytime,Mixed,Other,Unknown
Y4W2,69.68331912555604,Calvin Klein,Activewear,Worst,2.0661572510950625,101,Glamorous,"S, M, L",XL,Red,Average,21,InStyle,Gigi Hadid,Fall,Weekend,Mixed,Unknown,Negative
X2D6,34.06287750367103,Jigsaw,Tops,Best,4.312916882328071,308,Streetwear,"S, L, XL",S,Green,Significant,55,Cosmopolitan,Aimee Song,Winter,Evening,Negative,Mixed,Negative
A4W3,93.35034976729891,Tommy Hilfiger,Bottoms,Very Bad,2.7784596373817383,222,Formal,"M, L, XL",M,Red,Below Average,32,Marie Claire,Camila Coelho,Winter,Weekend,Positive,Unknown,Neutral
H7Y2,19.918034269276454,Mulberry,Tops,Best,2.6277893296462467,447,Streetwear,"S, L, XL",S,Green,Below Average,35,Elle,Aimee Song,Spring,Nighttime,Neutral,Unknown,Negative
W9L2,62.62742005118986,Calvin Klein,Outerwear,Not Good,3.2572478271653083,259,Glamorous,"S, M, L",XL,Black,Very Low,54,InStyle,Kendall Jenner,Fall/Winter,Daytime,Positive,Other,Neutral
X9M7,38.244189077169324,Burberry,Outerwear,Very Good,2.821383088577323,310,Glamorous,"S, L, XL",L,Green,Low,58,InStyle,Chiara Ferragni,Winter,Holiday,Positive,Positive,Neutral
C2Z5,54.02257042885625,Jigsaw,Swimwear,Very Bad,1.015772207726651,321,Edgy,"S, M, L",XL,Red,Below Average,33,Grazia,Julie Sari̱ana,Fall,Weekend,Negative,Mixed,Other
B5H1,12.916980592957103,Alexander McQueen,Accessories,Worst,3.188050408886886,169,Formal,"S, L, XL",L,Red,Very Low,35,W,Julie Sari̱ana,Fall,Evening,Positive,Other,Positive
E7Z0,71.40921969541478,Ralph Lauren,Tops,Worst,1.7685476536904479,64,Formal,"S, L, XL",S,Red,Very Low,35,Glamour,Camila Coelho,Summer,Weekend,Positive,Unknown,Positive
H2Q3,32.4015342642537,Mulberry,Dresses,Very Bad,3.28748495437268,159,Bohemian,"S, L, XL",S,Black,Very High,47,Glamour,Aimee Song,Summer,Evening,Unknown,Unknown,Mixed
J2E6,75.26280028091543,Alexander McQueen,Lingerie,Worst,3.131964220166529,363,Formal,"M, L, XL",XL,Blue,Very High,45,Fashionista,Negin Mirsalehi,Fall/Winter,Daytime,Unknown,Mixed,Mixed
D5H1,30.62447141561134,Alexander McQueen,Tops,Bad,3.441718757881278,132,Sporty,"S, L, XL",L,Blue,Below Average,33,Grazia,Kendall Jenner,Fall/Winter,Weekend,Negative,Other,Mixed
W1M5,88.95363019972399,Ted Baker,Accessories,Very Bad,3.19186890378294,258,Edgy,"S, L, XL",XL,Red,Very Low,34,Marie Claire,Song of Style,Fall,Evening,Negative,Neutral,Neutral
V9H3,32.86333225131504,Tommy Hilfiger,Activewear,Worst,2.6000526556850407,484,Edgy,"S, M, L",M,Black,Very High,38,Elle,Negin Mirsalehi,Winter,Weekend,Negative,Neutral,Positive
Z8L5,91.16512544694676,Burberry,Tops,Best,4.265806720941361,325,Vintage,"S, L, XL",S,Blue,Low,46,Fashionista,Leandra Medine,Summer,Nighttime,Mixed,Other,Positive
B9R4,71.32992115846653,Calvin Klein,Dresses,Worst,1.5166182100844385,43,Preppy,"S, M, L",L,Black,Medium,21,Elle,Kendall Jenner,Fall/Winter,Evening,Positive,Positive,Unknown
L1X6,72.46770986108417,Mulberry,Activewear,Not Good,2.6307139118274194,448,Bohemian,"M, L, XL",M,Red,Low,46,Glamour,Olivia Palermo,Fall,Nighttime,Positive,Mixed,Unknown
V4C2,50.957117231645675,Ted Baker,Activewear,Worst,1.7455155392151833,342,Bohemian,"S, L, XL",M,Green,Very High,35,W,Aimee Song,Spring/Summer,Daytime,Negative,Positive,Other
D4N8,18.28026452414325,Tommy Hilfiger,Bottoms,Bad,3.5668667341071614,419,Streetwear,"S, L, XL",L,Green,Medium,27,Harper's Bazaar,Kendall Jenner,Spring/Summer,Nighttime,Mixed,Negative,Neutral
J3N7,88.52269152618699,Ted Baker,Swimwear,Very Bad,3.1702778037055683,127,Glamorous,"S, M, L",S,Blue,Average,59,W,Chiara Ferragni,Fall/Winter,Holiday,Negative,Unknown,Mixed
J3H6,78.86203067526299,Jigsaw,Accessories,Worst,4.147193446833254,107,Casual,"M, L, XL",XL,Red,Below Average,40,Marie Claire,Kendall Jenner,Winter,Daytime,Positive,Positive,Unknown
C2P7,25.88712890095951,Tommy Hilfiger,Activewear,Very Bad,2.0878663872238765,420,Preppy,"S, L, XL",M,Green,Below Average,61,Marie Claire,Leandra Medine,Summer,Weekend,Mixed,Neutral,Other
S3Y2,97.080254013986,Mulberry,Footwear,Worst,2.243083641090609,459,Sporty,"M, L, XL",XL,Green,Medium,48,Glamour,Aimee Song,Fall,Holiday,Positive,Other,Other
N3D5,68.60272014438695,Mulberry,Swimwear,Bad,4.666209817357117,465,Edgy,"S, M, L",L,Red,Medium,33,Glamour,Kendall Jenner,Fall,Daytime,Mixed,Positive,Negative
V5L2,59.93081069647799,Burberry,Activewear,Best,3.6697286619768,467,Preppy,"S, M, L",L,Blue,Low,23,Elle,Gigi Hadid,Winter,Holiday,Unknown,Positive,Negative
Z5S9,12.9678499724561,Tommy Hilfiger,Dresses,Worst,3.8114051107013904,471,Minimalist,"S, M, L",S,Blue,Average,59,Marie Claire,Leandra Medine,Fall,Evening,Positive,Negative,Negative
M4V6,83.89154646039607,Tommy Hilfiger,Lingerie,Worst,3.695898633240825,153,Preppy,"S, L, XL",L,Green,Below Average,28,Fashionista,Julie Sari̱ana,Summer,Evening,Mixed,Other,Other
